Artist,Title,Label,Peak,Weeks
Ottawan,D.I.S.C.O.,Carrère,67,1
Ottawan,Hands Up (Give Me Your Heart),Carrère,26,1
Ottawan,Shalala Song,Carrère,73,1
Ottawan,You're O.K.,Carrère,36,1
Out Of The Ordinary,Play It Again,Zyx,100,1
Owen Paul,My Favourite Waste Of Time,Epic,42,1
P. Lion,Dream,Carrère,75,1
P. Lion,Happy Children,Carrère,44,1
P4F (Propaganda For Frankie),P. Machinery (Medley With Relax),Zyx,56,1
Pam 'n' Pat,To Be Superman,RCA,70,1
Pam Rose,The Book Of You And Me,Epic,73,1
Paola,Der Teufel und der junge Mann,CBS,27,1
Paola,Liebe ist nicht nur ein Wort,CBS,48,1
Paola,Peter Pan,CBS,47,1
Paso Doble,Computerliebe (Die Module spielen verrückt),WEA,66,1
Paso Doble,Herz an Herz,WEA,72,1
Pat Benatar,Invincible,Chrysalis,42,1
Pat Benatar,Love Is A Battlefield,Chrysalis,26,1
Pat Benatar,We Belong,Chrysalis,28,1
Patricia Simpson,Dreams In The City,Teldec,59,1
Patrick Cowley feat. Sylvester,Do Ya Wanna Funk,Metronome,55,1
Patrick Swayze feat. Wendy Fraser,She's Like The Wind,RCA,26,1
Patti LaBelle,"Oh, People",MCA,47,1
Patti LaBelle and Michael McDonald,On My Own,MCA,23,1
Patto,Black & White,Teldec,65,1
Paul Hardcastle,19,Chrysalis,16,1
Paul Hardcastle,19 (German Version),Chrysalis,74,1
Paul Hardcastle,Don't Waste My Time,Chrysalis,45,1
Paul Hardcastle,Just For Money,Chrysalis,31,1
Paul Hardcastle,The Wizard,Chrysalis,64,1
Paul McCartney,Coming Up,EMI,59,1
Paul McCartney,My Brave Face,Parlophone,62,1
Paul McCartney,No More Lonely Nights,Parlophone,40,1
Paul McCartney,Once Upon A Long Ago,Parlophone,63,1
Paul McCartney,Pipes Of Peace,Odeon,59,1
Paul McCartney,Press,Parlophone,66,1
Paul McCartney,Take It Away,Odeon,61,1
Paul McCartney,This One,Parlophone,51,1
Paul McCartney,Waterfalls,EMI,55,1
Paul McCartney & Michael Jackson,Say Say Say,Parlophone,60,1
Paul McCartney & Stevie Wonder,Ebony And Ivory,Odeon,34,1
Paul Young,Come Back And Stay,CBS,44,1
Paul Young,Every Time You Go Away,CBS,44,1
Paul Young,Everything Must Change,CBS,53,1
Paul Young,I'm Gonna Tear Your Playhouse Down,CBS,56,1
Paul Young,Love Of The Common People,CBS,64,1
Paul Young,Love Will Tear Us Apart,CBS,46,1
Paul Young,Wherever I Lay My Hat,CBS,24,1
Paula Abdul,Cold Hearted,Virgin,91,1
Paula Abdul,Forever Your Girl,Virgin,55,1
Paula Abdul,Opposites Attract,Virgin,45,1
Paula Abdul,Straight Up,Virgin,52,1
Pe Werner,Weibsbilder,Intercord,80,1
Pebbles,Girlfriend,MCA,24,1
Pepe Goes To Cuba,Kalimba de luna,Teldec,62,1
Pepsi & Shirlie,Goodbye Stranger,Polydor-DGG,42,1
Pepsi & Shirlie,Heartache,Polydor-DG,49,1
Percy Sledge,When A Man Loves A Woman,Atlantic,13,10
Pet Shop Boys,Always On My Mind,Parlophone,72,1
Pet Shop Boys,Domino Dancing,Parlophone,15,1
Pet Shop Boys,Heart,Parlophone,39,1
Pet Shop Boys,It's A Sin,Parlophone,58,1
Pet Shop Boys,It's Alright,Parlophone,56,1
Pet Shop Boys,Left To My Own Devices,Parlophone,43,1
Pet Shop Boys,Love Comes Quickly,Parlophone,63,1
Pet Shop Boys,Opportunities (Let's Make Lots Of Money),Parlophone,44,1
Pet Shop Boys,Rent,Parlophone,46,1
Pet Shop Boys,Suburbia,Parlophone,68,1
Pet Shop Boys,West End Girls,Parlophone,59,1
Pet Shop Boys with Dusty Springfield,What Have I Done To Deserve This?,Parlophone,66,1
Pete Bardens,In Dreams,Capitol,38,1
Pete Townshend,Face The Face,Atco,24,1
Pete Townshend,Give Blood,Atco,62,1
Peter Alexander,Denk doch auch mal an dich,Ariola,46,1
Peter Alexander,Der Papa wird's schon richten,Ariola,72,1
Peter Alexander,Mamutschka,Ariola,71,1
Peter Alexander,Schwarzes Gold,Ariola,11,13
Peter Alexander,Und manchmal weinst du sicher ein paar Tränen,Ariola,9,33
Peter Cetera,Glory Of Love,Warner Bros.,40,1
Peter Cornelius,Du entschuldige - i kenn' di,Philips,54,1
Peter Cornelius,Reif für die Insel,Philips,43,1
Peter Gabriel,Big Time,Virgin,46,1
Peter Gabriel,Games Without Frontiers,Charisma,45,1
Peter Gabriel,Sledgehammer,Virgin,29,1
Peter Gabriel / Kate Bush,Don't Give Up,Virgin,57,1
Peter Griffin,I've Lost My Way,Electrola,54,1
Peter Griffin,Inside Out,Electrola,65,1
Peter Griffin,Step By Step,Electrola,74,1
Peter Kent,For Your Love,EMI,31,1
Peter Kent,It's A Real Good Feeling,EMI,55,1
Peter Kent,Stop 'N' Go,Electrola,21,1
Peter Kent,Take A Ride On The Peace Train,EMI,69,1
Peter Kent,This Is My Symphony,Electrola,41,1
Peter Kent,You're All I Need,EMI,48,1
Peter Kent & Luisa Fernandez,Solo por tí,Bellaphon,36,1
Peter Maffay,Du hattest keine Tränen mehr,Telefunken,27,10
Peter Maffay,Eiszeit,Metronome,37,1
Peter Maffay,Karneval der Nacht,Teldec,50,1
Peter Maffay,Lieber Gott...,Metronome,35,1
Peter Maffay,Nessaja,Metronome,49,1
Peter Maffay,So bist du,Telefunken,1,36
Peter Maffay,Sonne in der Nacht,Teldec,40,1
Peter Maffay,Tiefer,Teldec,93,1
Peter Maffay,Weil es dich gibt,Metronome,49,1
Peter Maffay,Über sieben Brücken mußt du gehn,Metronome,64,1
Peter Orloff,Ich liebe dich,Aladin,27,14
Peter Petrel,Ich bin viel zu bescheiden,Hansa,20,1
Peter Schilling,Die Wüste lebt (Alarmsignal...),WEA,39,1
Peter Schilling,Hitze der Nacht,WEA,65,1
Peter Schilling,Ich vermisse dich,WEA,34,1
Peter Schilling,Major Tom (völlig losgelöst),WEA,73,1
Peter Schilling,Terra Titanic,WEA,28,1
Peter Tosh,Johnny B. Goode,EMI,73,1
"Peter, Sue & Marc",Birds Of Paradise,Philips,74,1
"Peter, Sue & Marc",Io senza te,Philips,54,1
Petula Clark,Downtown '88,PRT,22,1
Ph.D.,I Won't Let You Down,WEA,55,1
Phil Carmen,Moonshine Still,Metronome,52,1
Phil Carmen,On My Way In L.A.,Metronome,46,1
Phil Collins,A Groovy Kind Of Love,WEA,10,1
Phil Collins,Against All Odds (Take A Look At Me Now),Atlantic,19,1
Phil Collins,Another Day In Paradise,WEA,90,1
Phil Collins,I Missed Again,Atlantic,36,1
Phil Collins,I Wish It Would Rain Down,WEA,46,1
Phil Collins,If Leaving Me Is Easy,Atlantic,72,1
Phil Collins,In The Air Tonight,Atlantic,33,1
Phil Collins,In The Air Tonight ('88 Remix),Virgin U.K.,8,1
Phil Collins,One More Night,WEA,66,1
Phil Collins,Sussudio,WEA,34,1
Phil Collins,Two Hearts,WEA,71,1
Phil Collins,You Can't Hurry Love,WEA,32,1
Phil Collins and Marilyn Martin,Separate Lives,WEA,51,1
Philip Bailey,Walking On The Chinese Wall,CBS,48,1
Philip Bailey with Phil Collins,Easy Lover,CBS,40,1
Phillip Boa And The Voodooclub,Container Love,Polydor,71,1
PiL,This Is Not A Love Song,Virgin,17,1
Pia Zadora,Let's Dance Tonight,Curb,46,1
Pia Zadora,Little Bit Of Heaven,Curb,69,1
Picnic At The Whitehouse,We Need Protection,Portrait,55,1
Piefke und Pafke und die Jungs aus der Dunkelkammer,...und es geht ab,Blow Up,58,1
Pierre Cosso,Face Your Life,Polydor-DGG,36,1
Pierre Cosso,Gotta Give Up,Polydor-DGG,70,1
Pink Floyd,Another Brick In The Wall (Part II),Harvest,39,1
Pink Floyd,Learning To Fly,EMI,74,1
Pink Floyd,Run Like Hell,Harvest,50,1
Pink Project,Disco Project,Ultraphone,19,1
Plastic Ono Band,Give Peace A Chance,Apple,4,10
Pointer Sisters,Jump (For My Love),Planet,34,1
Pointer Sisters,Neutron Dance,Planet,38,1
Pointer Sisters,Should I Do It,Planet,75,1
Poison,Every Rose Has Its Thorn,Capitol,58,1
Precious Wilson,I Don't Know,Hansa Int.,75,1
Precious Wilson,I Need You,Hansa Int.,55,1
Precious Wilson,Raising My Family,Hansa Int.,69,1
Precious Wilson,We Are On The Race Track,Hansa Int.,23,1
Prince,Alphabet St.,Paisley Park,21,1
Prince,Batdance,Warner Bros.,74,1
Prince,Glam Slam,Paisley Park,33,1
Prince,I Wish U Heaven,Paisley Park,58,1
Prince,Partyman,Warner Bros.,81,1
Prince,"Sign ""☮"" The Times",Paisley Park,44,1
Prince,U Got The Look,Paisley Park,61,1
Prince,When Doves Cry,Warner Bros.,54,1
Prince & The Revolution,Girls & Boys,Paisley Park,40,1
Prince & The Revolution,Kiss,Paisley Park,37,1
Prince & The Revolution,Mountains,Paisley Park,45,1
Prince & The Revolution,Pop Life,Warner Bros.,66,1
Prince & The Revolution,Raspberry Beret,Warner Bros.,40,1
Prince And The Revolution,Purple Rain,Warner Bros.,73,1
Princess,After The Love Has Gone,Teldec,40,1
Princess,I'll Keep On Loving You,Chic,50,1
Princess,Say I'm Your No. 1,Teldec,52,1
Princess,Tell Me Tomorrow,Chic,66,1
Profil,Ich liebe dich,Welt-Rekord,73,1
Propaganda,Dr. Mabuse,Island,34,1
Propaganda,Duel,Island,37,1
Propaganda,p:Machinery,Island,33,1
Pseudo Echo,Funky Town,RCA,19,1
Pupo,Su di noi,Strand,54,1
Purple Schulz,(Viel zu wenig) Zeit,EMI,71,1
Purple Schulz,Kleine Seen,EMI,36,1
Purple Schulz,Nur mit dir,EMI,61,1
Purple Schulz,Verliebte Jungs,EMI,37,1
Purple Schulz und Die Neue Heimat,Sehnsucht,EMI,50,1
Pussycat,Teenage Queenie,EMI,49,1
Quarter Flash,Harden My Heart,Geffen,55,1
Queen,A Kind Of Magic,EMI,57,1
Queen,Another One Bites The Dust,EMI,75,1
Queen,Back Chat,EMI,75,1
Queen,Body Language,EMI,27,1
Queen,Breakthru,Parlophone,29,1
Queen,Crazy Little Thing Called Love,EMI,13,10
Queen,Flash,EMI,25,1
Queen,Friends Will Be Friends,EMI,45,1
Queen,I Want It All,Parlophone,35,1
Queen,I Want To Break Free,EMI,23,1
Queen,It's A Hard Life,EMI,42,1
Queen,Las palabras de amor (The Words Of Love),EMI,69,1
Queen,One Vision,EMI,39,1
Queen,Pain Is So Close To Pleasure,EMI,62,1
Queen,Play The Game,EMI,40,1
Queen,Radio Ga Ga,EMI,51,1
Queen,Save Me,EMI,46,1
Queen,Thank God It's Christmas,EMI,57,1
Queen,The Invisible Man,Parlophone,92,1
Queen,The Miracle,Parlophone,91,1
Queen,Who Wants To Live Forever,EMI,55,1
Queen & David Bowie,Under Pressure,EMI,31,1
Quincy Jones,Ai no corrida,A&M,47,1
Quincy Jones feat. Ray Charles & Chaka Khan,I'll Be Good To You,QWest,58,1
RAF,Self Control,Carrère,51,1
REO Speedwagon,Can't Fight This Feeling,Epic,48,1
REO Speedwagon,Keep On Loving You,Epic,35,1
REO Speedwagon,Keep The Fire Burning,Epic,75,1
REO Speedwagon,Take It On The Run,Epic,63,1
Racey,Boy Oh Boy,RAK,3,17
Racey,Rest Of My Life,RAK,48,1
Racey,Runaround Sue,RAK,36,1
Racey,Shame,RAK,70,1
Racey,Such A Night,RAK,13,10
Rachel Sweet,Party Girl,CBS,73,1
Rachel Sweet,Then He Kissed Me - Be My Baby,CBS,42,1
Radiorama,Aliens,Ariola,45,1
Raf,Change Your Mind,Carrère,60,1
Raggio Di Luna (Moon Ray),Comanchero,Ariola,70,1
Rainbirds,Blueprint,Mercury-Phonogram,23,1
Rainbirds,Boy On The Beach,Mercury-Phonogram,57,1
Rainbirds,Not Exactly,Mercury-Phonogram,60,1
Rainbirds,Sea Of Time,Mercury-Phonogram,44,1
Rainhard Fendrich,Es lebe der Sport,Nature,54,1
Rainhard Fendrich,Macho Macho,Ariola,34,1
Rainhard Fendrich,Oben ohne,Nature,41,1
Rainhard Fendrich,Schickeria,Nature,47,1
Rainhard Fendrich,Strada del sole,Nature,47,1
Rainhard Fendrich,Tango Korrupti,Ariola,48,1
Ram Jam,Black Betty [Remix],CBS,98,1
Ray Parker Jr.,Ghostbusters,Arista,65,1
Re-Flex,How Much Longer?,Parlophone,73,1
Re-Flex,The Politics Of Dancing,EMI,46,1
Ready For The World,Oh Sheila,MCA,60,1
Real Life,Always,Curb,57,1
Real Life,Catch Me I'm Falling,Curb,50,1
Real Life,Face To Face,Curb,67,1
Real Life,Send Me An Angel,Curb,66,1
Red Box,Lean On Me,Sire,33,1
Redhead Kingpin & The F.B.I.,Do The Right Thing,Virgin,94,1
Relax,Ein weißes Blatt'l Papier,Ariola,41,1
Relax,Ja mei! (Des derf doch net sei),Ariola,50,1
Relax,Marie,Ariola,60,1
Relax,Oh Rosita,Ariola,75,1
Relax,Weil i di mog,Ariola,46,1
Renée & Renato,Just One More Kiss,Ultraphone,64,1
Renée & Renato,Save Your Love,Ultraphone,31,1
Rex Gildo,Laß mich dich noch einmal spür'n,Ariola,75,1
Rex Gildo,Und sie hiess Julie,Ariola,67,1
Rex Gildo,Wenn du mich brauchst,Ariola,43,1
Rex Gildo,Wenn ich je deine Liebe verlier,Ariola,49,1
Rheingold,Das steht dir gut,Welt-Rekord,53,1
Rheingold,Dreiklangs-Dimensionen,Welt-Rekord,49,1
Rheingold,Fan Fan Fanatisch,Welt-Rekord,63,1
Riccardo Fogli,Per Lucia,CGD,71,1
Riccardo Fogli,Storie di tutti i giorni,CGD,35,1
Ricchi & Poveri,Ciao Italy ciao amore,Baby,46,1
Ricchi & Poveri,M'innamoro di te,Baby,41,1
Ricchi & Poveri,Made In Italy,Baby,30,1
Ricchi & Poveri,Mamma Maria,Baby,34,1
Ricchi & Poveri,Piccolo amore,Baby,51,1
Ricchi & Poveri,Sarà perché ti amo,Baby,20,1
Ricchi & Poveri,Se m'innamoro,Baby,70,1
Ricchi & Poveri,Voulez vous danser,Baby,59,1
Richard Marx,Angelia,Capitol,53,1
Richard Marx,Right Here Waiting,EMI,83,1
Richard Marx,Satisfied,Manhattan,57,1
Richard Marx,Too Late To Say Goodbye,EMI,70,1
Richard Sanderson,Reality,Polydor,35,1
Rick Astley,Hold Me In Your Arms,RCA,32,1
Rick Astley,Never Gonna Give You Up,RCA,75,1
Rick Astley,She Wants To Dance With Me,RCA,35,1
Rick Astley,Take Me To Your Heart,RCA,54,1
Rick Astley,Together Forever,RCA,45,1
Rick Astley,When I Fall In Love / My Arms Keep Missing You,RCA,75,1
Rick Astley,Whenever You Need Somebody,RCA,72,1
Rick Springfield,Celebrate Youth,RCA,65,1
Rick Springfield,Love Somebody,RCA,39,1
Rick Springfield,State Of The Heart,RCA,48,1
Ricky King,"Ahoi, Ay Ay Capt'n",Epic,47,1
Ricky King,Fly With Me To Malibu,Epic,44,1
Ricky King,"Halé, Hey Louise",Epic,21,1
Rififi,Dr. Acid And Mr. House,BCM,25,1
Righeira,L'estate sta finendo,Teldec,43,1
Righeira,No tengo dinero,Teldec,49,1
Righeira,Vamos a la playa,Teldec,74,1
Rita Coolidge,All Time High,A&M,29,1
Roachford,Cuddly Toy,CBS,58,1
Rob'n'Raz feat. Leila K.,Got To Get,Arista,92,1
Robbie Nevil,Back On Holiday,Manhattan,69,1
Robbie Nevil,C'est la vie,Manhattan,52,1
Robbie Nevil,Dominoes,Manhattan,40,1
Robbie Nevil,Wot's It To Ya,Manhattan,51,1
Robert Howard & Kym Mazelle,Wait!,RCA,61,1
Robert Linn,Let's Do Holidays,EMI,75,1
Robert Palmer,Change His Ways,EMI,62,1
Robert Palmer,Johnny And Mary,Island,27,1
Robert Palmer,Looking For Clues,Island,25,1
Robert Palmer,Simply Irresistible,EMI,66,1
Robert Palmer,Some Guys Have All The Luck,Island,52,1
Robert Palmer,What's It Take?,Island,41,1
Robert Palmer,You Are In My System,Island,68,1
Roberto Blanco,Der Clap Clap Song,Jupiter,50,1
Robin Beck,First Time,Metronome,49,1
Robin Beck,Save Up All Your Tears,Metronome,63,1
Robin Beck,Tears In The Rain,Metronome,79,1
Robin Gibb,Another Lonely Night In New York,Polydor,42,1
Robin Gibb,Boys Do Fall In Love,Polydor,41,1
Robin Gibb,How Old Are You?,Polydor,37,1
Robin Gibb,Juliet,Polydor,32,1
Rocco Granata & The Carnations,Marina (Remix '89),Zyx,100,1
Rockwell,Obscene Phone Caller,Motown,62,1
Rockwell,Somebody's Watching Me,Motown,71,1
Rocky Burnette,Tired Of Toein' The Line,EMI,57,1
Rod Stewart,Baby Jane,Warner Bros.,46,1
Rod Stewart,Crazy About Her,Warner Bros.,98,1
Rod Stewart,Downtown Train,Warner Bros.,53,1
Rod Stewart,Every Beat Of My Heart,Warner Bros.,35,1
Rod Stewart,Infatuation,Warner Bros.,41,1
Rod Stewart,Lost In You,Warner Bros.,32,1
Rod Stewart,Love Touch,Warner Bros.,29,1
Rod Stewart,"Oh God, I Wish I Was Home Tonight",Warner Bros.,74,1
Rod Stewart,Passion,Warner Bros.,23,1
Rod Stewart,Some Guys Have All The Luck,Warner Bros.,58,1
Rod Stewart,Sweet Surrender,Warner Bros.,53,1
Rod Stewart,Tonight I'm Yours,Warner Bros.,73,1
Rod Stewart,What Am I Gonna Do (I'm So In Love With You),Warner Bros.,49,1
Rod Stewart,Young Turks,Warner Bros.,74,1
Rod Stewart feat. Ronald Isley,This Old Heart Of Mine,Warner Bros.,60,1
Rodgau Monotones,Die Hesse komme,Musikant,69,1
Rodgau Monotones,"Hallo, ich bin Hermann",Rockport,75,1
Roger Chapman,How How How,Instant,48,1
Roger Whittaker,Abschied ist ein scharfes Schwert,Avon,64,1
Roger Whittaker,Albany,Aves,17,1
Roger Whittaker,Ein bißchen Aroma,Avon,64,1
Roger Whittaker,Eloisa,Avon,53,1
Roger Whittaker,Fernweh,Avon,67,1
Roger Whittaker,Leben mit dir,Avon,40,1
Roger Whittaker,Tanz heut nacht mit mir,Aves,71,1
Roger Whittaker,Wenn es dich noch gibt,Aves,56,1
Roger [US],I Want To Be Your Man,Reprise,33,1
Roland Kaiser,Amore amore,Hansa,63,1
Roland Kaiser,Dich zu lieben,Hansa,22,1
Roland Kaiser,Die Gefühle sind frei,Hansa,62,1
Roland Kaiser,Es kann der Frömmste nicht in Frieden leben,Hansa,61,1
Roland Kaiser,Flieg' mit mir zu den Sternen,Hansa,71,1
Roland Kaiser,Haut an Haut,Hansa,75,1
Roland Kaiser,Hier fing alles an,Hansa,73,1
Roland Kaiser,Ich glaub es geht schon wieder los,Hansa,57,1
Roland Kaiser,Ich will dich,Hansa,62,1
Roland Kaiser,Joana,Hansa,51,1
Roland Kaiser,Lieb' mich ein letztes Mal,Hansa,49,1
Roland Kaiser,Manchmal möchte ich schon mit dir,Hansa,25,1
Roland Kaiser,Midnight Lady (Einsam so wie ich),Hansa,75,1
Roland Kaiser,Santa Maria,Hansa,21,1
Roland Kaiser,Schach matt,Hansa,32,10
Roland Kaiser,Wohin gehst du,Hansa,26,1
Rolf und seine Freunde,... und ganz doll mich (ich mag),Polydor,28,1
Roni Griffith,Desire,Vanguard,75,1
Rose Laurens,Africa (Voodoo Master),WEA,67,1
Rose Laurens,Mamy Yoko,WEA,43,1
Round One,In Zaire,Italo Heat,41,1
Round One,Theme From Rocky,Italo Heat,52,1
Rouven,Together (Flying On The Wings Of Tenderness),Ariola,63,1
Roxette,Dangerous,Parlophone,44,1
Roxette,Dressed For Success,Parlophone,50,1
Roxette,Listen To Your Heart,Parlophone,95,1
Roxette,The Look,EMI,61,1
Roxy Music,Avalon,EG,45,1
Roxy Music,Jealous Guy,Polydor,53,1
Roxy Music,More Than This,EG,45,1
Roxy Music,Oh Yeah (There's A Band Playing On The Radio),Polydor,49,1
Roxy Music,Over You,Polydor,39,1
Roxy Music,Take A Chance With Me,EG,71,1
Roy Black,Bella Bella Marie [Medley],Polydor-DGG,64,1
Roy Black,California Blue,Teldec,77,1
Roy Black,Fremde Erde,Papagayo,36,1
Roy Orbison,California Blue,Virgin,68,1
Roy Orbison,You Got It,Virgin,18,1
Rufus & Chaka Khan,Ain't Nobody (Remix),Warner Bros.,59,1
Run DMC,It's Tricky,London-Metronome,41,1
Run DMC,Walk This Way,London-Metronome,22,1
Rupert Holmes,Him,MCA,43,1
Ryan Paris,Dolce Vita,Carrère,18,1
Ryan Paris,Fall In Love,Carrère,75,1
S'Express,Hey Music Lover,Rough Trade,38,1
S-Express,Superfly Guy,Rhythm King,31,1
S-Express,Theme From S-Express,Rhythm King,61,1
S.O.S. Band,Borrowed Love,Tabu,50,1
S.O.S. Band,Just The Way You Like It,Tabu,50,1
S.O.S. Band,The Finest,Tabu,55,1
S.O.S. Band,The Official Bootleg Mega Mix,Tabu,35,1
STS,Fürstenfeld,Polydor,35,1
Sabado Domingo,Manos arriba,Philips,65,1
Sabrina,All Of Me (Boy Oh Boy),Sherman-Metronome,73,1
Sabrina,Boys,Chic,17,1
Sabrina,Hot Girl,Chic,60,1
Sabrina,My Chico,Sherman-Metronome,56,1
Sade,Is It A Crime?,Epic,58,1
Sade,Love Is Stronger Than Pride,Epic,51,1
Sade,Never As Good As The First Time,Epic,72,1
Sade,Smooth Operator,Epic,24,1
Sade,The Sweetest Taboo,Epic,74,1
Saga,What Do I Know?,Polydor,65,1
Saga,Wind Him Up,Polydor,48,1
Sally Oldfield,Mandala,Bronze,75,1
Sally Oldfield,Silver Dagger,CBS,64,1
Salt-N-Pepa,Push It,Metronome,55,1
Salt-N-Pepa,Twist And Shout,London-Metronome,48,1
Salt-N-Pepa feat. E.U.,Shake Your Thang,Metronome,33,1
Salvo,Sogno romantico,Master,66,1
Sam Brown,Stop!,A&M-DGG,9,1
Sam Brown,Walking Back To Me,A&M-Polydor,65,1
Sam Cooke,Wonderful World,RCA,53,1
Samantha Fox,Do Ya Do Ya (Wanna Please Me),Jive,42,1
Samantha Fox,Hold On Tight,Jive,33,1
Samantha Fox,I Only Wanna Be With You,Jive,26,1
Samantha Fox,I Promise You (Get Ready),Jive,45,1
Samantha Fox,I Surrender (To The Spirit Of The Night),Jive,21,1
Samantha Fox,I'm All You Need,Jive,68,1
Samantha Fox,Love House,Jive,41,1
Samantha Fox,Naughty Girls (Need Love Too),Jive,32,1
Samantha Fox,Nothing's Gonna Stop Me Now,Jive,35,1
Samantha Fox,Touch Me (I Want Your Body),Jive,61,1
Samantha Fox,True Devotion,Jive,39,1
Sandra,(I'll Never Be) Maria Magdalena,Virgin,19,1
Sandra,Around My Heart,Virgin,64,1
Sandra,Everlasting Love,Virgin,17,1
Sandra,Heaven Can Wait,Virgin,29,1
Sandra,Hi! Hi! Hi!,Virgin,65,1
Sandra,Hiroshima,Virgin,49,1
Sandra,In The Heat Of The Night,Virgin,34,1
Sandra,Innocent Love,Virgin,48,1
Sandra,Little Girl,Virgin,74,1
Sandra,Loreen,Virgin,42,1
Sandra,Midnight Man,Virgin,31,1
Sandra,Secret Land,Virgin,53,1
Sandra,Stop For A Minute,Virgin,50,1
Sandra,We'll Be Together,Virgin,56,1
Sandra Kim,J'aime la vie,Carrère,50,1
Sandy Marton,Exotic And Erotic,CBS,52,1
Sandy Marton,People From Ibiza,Ariola,68,1
Saphir,I Am Alive,EMI,52,1
Saphir,Shot In The Night,EMI,60,1
Saragossa Band,Agadou,Ariola,14,1
Saragossa Band,Aiko Aiko,Ariola,37,1
Saragossa Band,Dance With The Saragossa Band,Ariola,28,1
Saragossa Band,Ginger Red,Ariola,42,1
Saragossa Band,Mañana,Ariola,71,1
Saragossa Band,Pas pleurer (Please No More Crying),Ariola,54,1
Saragossa Band,Zabadak,Ariola,6,10
Savage Progress,My Soul Unwraps Tonight,Virgin,50,1
Schneider with The Kick,Hot Summer Nites,WEA,55,1
Schrott nach 8,Zuppa Romana,Ariola,39,1
Schweizer,13 Tage,WEA,53,1
Scorpions,No One Like You,Harvest,52,1
Scorpions,Still Loving You,Harvest,39,1
Scotch,Delirio Mind,Zyx,70,1
Scotch,Disco Band,Zyx,29,1
Scotch,Mirage,Zyx,64,1
Scotch,Take Me Up,Zyx,40,1
Sean Tyla,Breakfast In Marin,Line,73,1
Secret Service,Cry Softly (Time Is Mourning),Ultraphone,36,1
Secret Service,Flash In The Night,Ultraphone,41,1
Secret Service,L.A. Goodbye,Strand,36,1
Secret Service,Oh Susie,Strand,69,1
Secret Service,Ten O'Clock Postman,Strand,47,1
Secret Service,When The Night Closes In,Teldec,59,1
Secret Service,Ye-si-ca,Strand,59,1
Seduction,Two To Make It Right,A&M-Polydor,85,1
Sensus,Sensus,RCA,37,1
Shakatak,Down On The Street,Polydor,41,1
Shakatak,Mr. Manic & Sister Cool,Polydor-DGG,36,1
Shakatak,Time Of My Life,Polydor-DGG,70,1
Shakespears Sister,You're History,FFRR-Metronome,83,1
Shakin' Stevens,A Letter To You,Epic,44,1
Shakin' Stevens,A Love Worth Waiting For,Epic,50,1
Shakin' Stevens,Breaking Up My Heart,Epic,59,1
Shakin' Stevens,Cry Just A Little Bit,Epic,39,1
Shakin' Stevens,Give Me Your Heart Tonight,Epic,55,1
Shakin' Stevens,Green Door,Epic,14,1
Shakin' Stevens,I'll Be Satisfied,Epic,44,1
Shakin' Stevens,It's Late,Epic,41,1
Shakin' Stevens,It's Raining,Epic,14,1
Shakin' Stevens,"Lipstick, Powder + Paint",Epic,70,1
Shakin' Stevens,"Marie, Marie",Epic,48,1
Shakin' Stevens,Merry Christmas Everyone,Epic,75,1
Shakin' Stevens,Oh Julie,Epic,73,1
Shakin' Stevens,Shirley,Epic,15,1
Shakin' Stevens,Teardrops,Epic,41,1
Shakin' Stevens,This Ole House,Epic,44,1
Shakin' Stevens,You Drive Me Crazy,Epic,72,1
Shakin' Stevens,Your Ma Said You Cried In Your Sleep Last Night,Epic,40,1
Shakin' Stevens & Bonnie Tyler,A Rockin' Good Way,Epic,74,1
Shalamar,The Second Time Around,RCA,70,1
Shannon,Do You Wanna Get Away,Emergency,64,1
Shannon,Give Me Tonight,Emergency,39,1
Shannon,Let The Music Play,Bellaphon,32,1
Shannon,Sweet Somebody,Emergency,49,1
Shari Belafonte,Give A Little Love,Metronome,100,1
Shari Belafonte,Who Do You Think Am I,Metronome,63,1
Shari Belafonte & Chris Norman,I Want To Be Needed,Metronome,67,1
Sheena Easton,A Little Tenderness,EMI,58,1
Sheena Easton,For Your Eyes Only,Liberty,67,1
Sheena Easton,Strut,EMI,51,1
Sheena Easton,Sugar Walls,EMI,69,1
Sheena Easton,Take My Time,EMI,71,1
Sheena Easton,The Lover In Me,MCA,41,1
Sheila & B. Devotion,Spacer,Carrère,17,1
Sheila E.,A Love Bizarre,Paisley Park,29,1
Showaddywaddy,Always & Ever,London,49,1
Showaddywaddy,Blue Moon,London,73,1
Showaddywaddy,Remember Then,London,67,1
Sigmund und seine Freunde,Erdbeermund,EMI,95,1
Sigue Sigue Sputnik,21st Century Boy,Parlophone,34,1
Sigue Sigue Sputnik,Love Missile F1-11,Parlophone,45,1
Silent Circle,Love Is Just A Word,Blow Up,54,1
Silent Circle,Stop The Rain,Blow Up,49,1
Silent Circle,Touch In The Night,Blow Up,48,1
Silicon Dream,Albert Einstein - Everything Is Relative,Blow Up,43,1
Silicon Dream,Jimmy Dean Loved Marilyn (Film ab),Blow Up,37,1
Silicon Dream,Ludwig Fun,Blow Up,68,1
Silicon Dream,Marcello The Mastroianni,Blow Up,42,1
Silver Pozzoli,Around My Dream,Teldec,33,1
Simon Harris,Bass (How Low Can You Go),Metronome,56,1
Simple Minds,Alive & Kicking,Virgin,62,1
Simple Minds,All The Things She Said,Virgin,59,1
